Date,VDEV.L.Open,VDEV.L.High,VDEV.L.Low,VDEV.L.Close,VDEV.L.Volume,VDEV.L.Adjusted
2015-05-07,52.18000030517578,52.18000030517578,52.18000030517578,52.375,2500,42.76850509643555
2015-05-08,53.189998626708984,53.189998626708984,53.189998626708984,53.189998626708984,0,43.43400955200195
2015-05-11,53.04999923706055,53.04999923706055,53.04999923706055,53.04999923706055,0,43.319679260253906
2015-05-12,52.68000030517578,52.68000030517578,52.68000030517578,52.79999923706055,2050,43.11553955078125
2015-05-13,52.94499969482422,52.94499969482422,52.94499969482422,52.94499969482422,0,43.23394775390625
2015-05-14,53.3650016784668,53.3650016784668,53.3650016784668,53.3650016784668,0,43.576927185058594
2015-05-15,53.63999938964844,54.15999984741211,53.40999984741211,53.43000030517578,167541,43.62998962402344
2015-05-18,53.48500061035156,53.48500061035156,53.48500061035156,53.48500061035156,0,43.674903869628906
2015-05-19,53.529998779296875,53.529998779296875,53.529998779296875,53.5,5062,43.68715286254883
2015-05-20,53.46500015258789,53.46500015258789,53.46500015258789,53.46500015258789,0,43.6585807800293
2015-05-21,53.70500183105469,53.70500183105469,53.70500183105469,53.70500183105469,0,43.854557037353516
2015-05-22,53.525001525878906,53.525001525878906,53.525001525878906,53.525001525878906,0,43.70756912231445
2015-05-26,53.11000061035156,53.11000061035156,52.86000061035156,52.775001525878906,6300,43.09514236450195
2015-05-27,53.095001220703125,53.095001220703125,53.095001220703125,53.095001220703125,0,43.35643768310547
2015-05-28,52.959999084472656,52.959999084472656,52.959999084472656,53.0099983215332,830,43.28703689575195
2015-05-29,52.630001068115234,52.630001068115234,52.630001068115234,52.630001068115234,0,42.97672653198242
2015-06-01,53.189998626708984,53.189998626708984,53.189998626708984,52.595001220703125,3350,42.94814682006836
2015-06-02,52.744998931884766,52.744998931884766,52.744998931884766,52.744998931884766,0,43.07063293457031
2015-06-03,53.125,53.125,53.125,53.125,0,43.380950927734375
2015-06-04,52.849998474121094,52.849998474121094,52.849998474121094,52.70500183105469,1,43.03798294067383
2015-06-05,52.29999923706055,52.29999923706055,52.29999923706055,52.290000915527344,99,42.69908905029297
2015-06-08,52.04499816894531,52.04499816894531,52.04499816894531,52.04499816894531,0,42.49903106689453
2015-06-09,51.81999969482422,51.81999969482422,51.650001525878906,51.935001373291016,24705,42.40920639038086
2015-06-10,52.709999084472656,52.709999084472656,52.709999084472656,52.709999084472656,0,43.04206085205078
2015-06-11,52.79999923706055,52.79999923706055,52.79999923706055,52.7599983215332,200,43.08287811279297
2015-06-12,52.51499938964844,52.51499938964844,52.51499938964844,52.51499938964844,0,42.88282012939453
2015-06-15,51.994998931884766,51.994998931884766,51.994998931884766,51.994998931884766,0,42.458194732666016
2015-06-16,52.185001373291016,52.185001373291016,52.185001373291016,52.185001373291016,0,42.613338470458984
2015-06-17,52.154998779296875,52.154998779296875,52.154998779296875,52.154998779296875,0,42.5888557434082
2015-06-18,52.42499923706055,52.42499923706055,52.42499923706055,52.42499923706055,0,43.13701248168945
2015-06-19,52.400001525878906,52.400001525878906,52.400001525878906,52.334999084472656,30,43.062957763671875
2015-06-22,52.709999084472656,52.709999084472656,52.709999084472656,52.91999816894531,2500,43.544307708740234
2015-06-23,52.775001525878906,52.775001525878906,52.775001525878906,52.775001525878906,0,43.42502212524414
2015-06-24,52.650001525878906,52.650001525878906,52.650001525878906,52.650001525878906,0,43.3221549987793
2015-06-25,52.54999923706055,52.54999923706055,50.959999084472656,52.564998626708984,7982,43.25221252441406
2015-06-26,52.3650016784668,52.3650016784668,52.3650016784668,52.3650016784668,0,43.087646484375
2015-06-29,51.474998474121094,51.474998474121094,51.474998474121094,51.474998474121094,0,42.35533142089844
2015-06-30,51.084999084472656,51.084999084472656,51.084999084472656,51.084999084472656,0,42.034423828125
2015-07-01,51.435001373291016,51.435001373291016,51.435001373291016,51.435001373291016,0,42.32240676879883
2015-07-02,51.375,51.375,51.375,51.375,0,42.27303695678711
2015-07-03,51.29499816894531,51.29499816894531,51.29499816894531,51.29499816894531,0,42.20720291137695
2015-07-06,50.790000915527344,50.790000915527344,50.790000915527344,50.93000030517578,2500,41.90687561035156
2015-07-07,50.779998779296875,50.779998779296875,50.779998779296875,50.13999938964844,205,41.256832122802734
2015-07-08,50.58000183105469,50.58000183105469,50.58000183105469,50.345001220703125,208,41.42552185058594
2015-07-09,50.71500015258789,50.71500015258789,50.71500015258789,50.71500015258789,0,41.7299690246582
2015-07-10,51.28499984741211,51.28499984741211,51.28499984741211,51.28499984741211,0,42.198970794677734
2015-07-13,51.709999084472656,51.709999084472656,51.709999084472656,51.7599983215332,2500,42.58982849121094
2015-07-14,52.04999923706055,52.04999923706055,52.029998779296875,52.029998779296875,3048,42.8120002746582
2015-07-15,52.084999084472656,52.084999084472656,52.084999084472656,52.084999084472656,0,42.85725402832031
2015-07-16,52.349998474121094,52.349998474121094,52.349998474121094,52.349998474121094,0,43.07530212402344
2015-07-17,52.32500076293945,52.32500076293945,52.32500076293945,52.32500076293945,0,43.05472946166992
2015-07-20,52.470001220703125,52.470001220703125,52.31999969482422,52.40999984741211,2575,43.12467575073242
2015-07-21,52.349998474121094,52.349998474121094,52.2400016784668,52.209999084472656,10726,42.9600944519043
2015-07-22,52.060001373291016,52.060001373291016,51.869998931884766,51.915000915527344,4833,42.71736526489258
2015-07-23,52.20000076293945,52.20000076293945,52.20000076293945,51.92499923706055,615,42.7255859375
2015-07-24,51.505001068115234,51.505001068115234,51.505001068115234,51.505001068115234,0,42.380001068115234
2015-07-27,51.11000061035156,51.11000061035156,51.11000061035156,50.959999084472656,1788,41.93156051635742
2015-07-28,51.209999084472656,51.209999084472656,51.209999084472656,51.209999084472656,0,42.13728332519531
2015-07-29,51.68000030517578,51.68000030517578,51.68000030517578,51.68000030517578,0,42.524024963378906
2015-07-30,51.630001068115234,51.630001068115234,51.630001068115234,51.68000030517578,300,42.524024963378906
2015-07-31,52.08000183105469,52.08000183105469,52.08000183105469,52.08000183105469,0,42.85313034057617
2015-08-03,51.849998474121094,51.849998474121094,51.849998474121094,51.849998474121094,0,42.66389465332031
2015-08-04,51.83000183105469,51.83000183105469,51.83000183105469,51.80500030517578,17,42.62685775756836
2015-08-05,51.810001373291016,51.880001068115234,51.810001373291016,52.10499954223633,3358,42.87371826171875
2015-08-06,51.595001220703125,51.595001220703125,51.595001220703125,51.595001220703125,0,42.45405960083008
2015-08-07,51.33000183105469,51.33000183105469,51.33000183105469,51.33000183105469,0,42.23601531982422
2015-08-10,51.994998931884766,51.994998931884766,51.994998931884766,51.994998931884766,0,42.78318786621094
2015-08-11,51.63999938964844,51.63999938964844,51.63999938964844,51.43000030517578,750,42.31829833984375
2015-08-12,50.84000015258789,50.84000015258789,50.84000015258789,50.880001068115234,572,41.8657341003418
2015-08-13,51.470001220703125,51.56999969482422,51.290000915527344,51.290000915527344,4912,42.2031135559082
2015-08-14,51.26499938964844,51.26499938964844,51.26499938964844,51.26499938964844,0,42.18253707885742
2015-08-17,51.34540939331055,51.34540939331055,51.34540939331055,51.435001373291016,100,42.32240676879883
2015-08-18,51.43000030517578,51.43000030517578,51.43000030517578,51.43000030517578,0,42.31829833984375
2015-08-19,50.7599983215332,50.7599983215332,50.7599983215332,50.7599983215332,0,41.76700210571289
2015-08-20,50.25,50.25,50.25,50.25,0,41.34734344482422
2015-08-21,49.900001525878906,49.900001525878906,49.150001525878906,48.9900016784668,17215,40.31058883666992
2015-08-24,44.13999938964844,44.13999938964844,44.13999938964844,46.81999969482422,1322,38.52504348754883
2015-08-25,47.220001220703125,48.275630950927734,47.220001220703125,47.939998626708984,4150,39.446598052978516
2015-08-26,47.29999923706055,47.470001220703125,46.900001525878906,46.94499969482422,3900,38.627891540527344
2015-08-27,48.689998626708984,48.689998626708984,48.689998626708984,48.689998626708984,0,40.063743591308594
2015-08-28,49.220001220703125,49.220001220703125,48.61000061035156,48.915000915527344,516,40.24887466430664
2015-09-01,47.435001373291016,47.435001373291016,47.435001373291016,47.435001373291016,0,39.031097412109375
2015-09-02,47.599998474121094,47.599998474121094,47.599998474121094,47.35499954223633,2500,38.96525573730469
2015-09-03,48.15999984741211,48.15999984741211,48.15999984741211,48.15999984741211,0,39.62763214111328
2015-09-04,47.07500076293945,47.07500076293945,47.07500076293945,47.07500076293945,0,38.7348518371582
2015-09-07,47.47999954223633,47.47999954223633,47.2599983215332,47.334999084472656,6163,38.94880676269531
2015-09-08,47.88999938964844,47.88999938964844,47.88999938964844,47.88999938964844,0,39.40545654296875
2015-09-09,48.75,48.84000015258789,48.75,48.36000061035156,2550,39.792198181152344
2015-09-10,48.220001220703125,48.220001220703125,47.97999954223633,47.93000030517578,10920,39.438392639160156
2015-09-11,47.775001525878906,47.775001525878906,47.775001525878906,47.775001525878906,0,39.31084442138672
2015-09-14,47.845001220703125,47.845001220703125,47.845001220703125,47.845001220703125,0,39.36844253540039
2015-09-15,47.92224884033203,47.92224884033203,47.92224884033203,48.13999938964844,104,39.61117935180664
2015-09-16,48.84000015258789,48.84000015258789,48.84000015258789,48.84000015258789,0,40.187164306640625
2015-09-17,48.65999984741211,48.65999984741211,48.65999984741211,48.65999984741211,0,40.208717346191406
2015-09-18,48.005001068115234,48.005001068115234,48.005001068115234,48.005001068115234,0,39.6674919128418
2015-09-21,48.04499816894531,48.04499816894531,48.04499816894531,48.04499816894531,0,39.70051956176758
2015-09-22,47.75,47.75,47.75,46.814998626708984,2500,38.68415832519531
2015-09-23,46.91999816894531,46.91999816894531,46.91999816894531,46.91999816894531,0,38.77091979980469
2015-09-24,46.79999923706055,46.79999923706055,46.79999923706055,46.2599983215332,3205,38.22555160522461
2015-09-25,47.29999923706055,47.29999923706055,47.29999923706055,47.2599983215332,2500,39.05186462402344
2015-09-28,46.68000030517578,46.68000030517578,46.68000030517578,46.14500045776367,1000,38.130516052246094
2015-09-29,45.70000076293945,45.810001373291016,45.70000076293945,45.790000915527344,699,37.83717727661133
2015-09-30,46.45000076293945,46.54999923706055,46.45000076293945,46.51499938964844,1272,38.436256408691406
2015-10-01,47.119998931884766,47.119998931884766,47.119998931884766,46.54999923706055,2500,38.465187072753906
2015-10-02,46.685001373291016,46.685001373291016,46.685001373291016,46.685001373291016,0,38.57673645019531
2015-10-05,47.779998779296875,47.779998779296875,47.779998779296875,48.13999938964844,230,39.77902603149414
2015-10-06,48.435001373291016,48.435001373291016,48.435001373291016,48.435001373291016,0,40.022796630859375
2015-10-07,48.79999923706055,48.79999923706055,48.79999923706055,48.40999984741211,287,40.00213623046875
2015-10-08,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,0,40.29962158203125
2015-10-09,49.375,49.375,49.375,49.375,0,40.79953384399414
2015-10-12,49.209999084472656,49.209999084472656,49.209999084472656,49.2599983215332,140,40.70451736450195
2015-10-13,49.130001068115234,49.130001068115234,49.130001068115234,49.130001068115234,0,40.597076416015625
2015-10-14,48.72999954223633,48.72999954223633,48.72999954223633,48.72999954223633,0,40.266571044921875
2015-10-15,49.1150016784668,49.1150016784668,49.1150016784668,49.1150016784668,0,40.58469772338867
2015-10-16,49.5,49.5,49.5,49.5,0,40.9028205871582
2015-10-19,49.40999984741211,49.40999984741211,49.40999984741211,49.459999084472656,2500,40.86978530883789
2015-10-20,49.48500061035156,49.48500061035156,49.48500061035156,49.48500061035156,0,40.89043426513672
2015-10-21,49.4900016784668,49.4900016784668,49.4900016784668,49.4900016784668,0,40.89458084106445
2015-10-22,49.790000915527344,49.790000915527344,49.790000915527344,49.790000915527344,0,41.14244842529297
2015-10-23,50.54999923706055,50.54999923706055,50.54999923706055,50.21500015258789,400,41.493648529052734
2015-10-26,50.2599983215332,50.2599983215332,50.2599983215332,50.2599983215332,0,41.53083038330078
2015-10-27,49.900001525878906,49.900001525878906,49.900001525878906,49.900001525878906,0,41.23335647583008
2015-10-28,50.400001525878906,50.400001525878906,50.400001525878906,50.400001525878906,0,41.646507263183594
2015-10-29,50.2400016784668,50.2400016784668,50.2400016784668,50.2400016784668,0,41.51431655883789
2015-10-30,50.27000045776367,50.27000045776367,50.27000045776367,50.27000045776367,0,41.53909683227539
2015-11-02,50.369998931884766,50.369998931884766,50.369998931884766,50.369998931884766,0,41.62173080444336
2015-11-03,50.560001373291016,50.560001373291016,50.560001373291016,50.560001373291016,0,41.77873611450195
2015-11-04,50.459999084472656,50.459999084472656,50.459999084472656,50.459999084472656,0,41.69609451293945
2015-11-05,50.36000061035156,50.36000061035156,50.36000061035156,50.36000061035156,0,41.61346435546875
2015-11-06,50.34000015258789,50.34000015258789,50.34000015258789,50.060001373291016,600,41.365562438964844
2015-11-09,50.099998474121094,50.11000061035156,50.099998474121094,49.63999938964844,847,41.01852035522461
2015-11-10,49.63999938964844,49.63999938964844,49.63999938964844,49.63999938964844,0,41.01852035522461
2015-11-11,49.93000030517578,49.93000030517578,49.93000030517578,49.93000030517578,0,41.258148193359375
2015-11-12,49.459999084472656,49.459999084472656,49.459999084472656,49.459999084472656,0,40.86978530883789
2015-11-13,48.81999969482422,48.81999969482422,48.81999969482422,48.81999969482422,0,40.34092330932617
2015-11-16,48.7400016784668,48.7400016784668,48.7400016784668,48.7400016784668,0,40.274818420410156
2015-11-17,49.63999938964844,49.63999938964844,49.63999938964844,49.63999938964844,0,41.01852035522461
2015-11-18,49.61000061035156,49.61000061035156,49.61000061035156,49.61000061035156,0,40.99372100830078
2015-11-19,50.22999954223633,50.22999954223633,50.22999954223633,50.22999954223633,0,41.50603103637695
2015-11-20,50.2599983215332,50.2599983215332,50.2599983215332,50.290000915527344,42,41.55561828613281
2015-11-23,50.189998626708984,50.189998626708984,50.189998626708984,50.189998626708984,0,41.472984313964844
2015-11-24,49.849998474121094,49.849998474121094,49.849998474121094,49.849998474121094,0,41.19203186035156
2015-11-25,50.13999938964844,50.13999938964844,50.13999938964844,50.13999938964844,0,41.43168258666992
2015-11-26,50.41999816894531,50.41999816894531,50.41999816894531,50.41999816894531,0,41.663028717041016
2015-11-27,50.290000915527344,50.290000915527344,50.119998931884766,50.15999984741211,2891,41.44819641113281
2015-11-30,50.040000915527344,50.040000915527344,50.040000915527344,50.040000915527344,0,41.349037170410156
2015-12-01,50.30500030517578,50.30500030517578,50.30500030517578,50.30500030517578,0,41.56800079345703
2015-12-02,50.310001373291016,50.310001373291016,50.310001373291016,50.310001373291016,0,41.5721549987793
2015-12-03,49.91999816894531,49.91999816894531,49.91999816894531,49.91999816894531,0,41.24987030029297
2015-12-04,49.755001068115234,49.755001068115234,49.755001068115234,49.755001068115234,0,41.11354064941406
2015-12-07,50.099998474121094,50.099998474121094,50.099998474121094,49.564998626708984,120,40.95653533935547
2015-12-08,49.209999084472656,49.209999084472656,49.08000183105469,49.26499938964844,1900,40.70864486694336
2015-12-09,49.369998931884766,49.369998931884766,49.369998931884766,49.369998931884766,0,40.79541015625
2015-12-10,49.220001220703125,49.220001220703125,49.220001220703125,49.16999816894531,278,40.630149841308594
2015-12-11,48.5099983215332,48.5099983215332,48.31999969482422,48.369998931884766,8724,39.969078063964844
2015-12-14,48.22999954223633,48.22999954223633,48.13999938964844,47.79499816894531,1500,39.49393844604492
2015-12-15,48.709999084472656,48.709999084472656,48.709999084472656,48.709999084472656,0,40.250038146972656
2015-12-16,48.85499954223633,48.85499954223633,48.85499954223633,48.85499954223633,0,40.36984634399414
2015-12-17,48.849998474121094,48.849998474121094,48.849998474121094,48.7400016784668,500,40.449119567871094
2015-12-18,48.224998474121094,48.224998474121094,48.224998474121094,48.224998474121094,0,40.0217399597168
2015-12-21,48.27000045776367,48.27000045776367,48.27000045776367,48.04499816894531,75,39.87236022949219
2015-12-22,48.224998474121094,48.224998474121094,48.224998474121094,48.224998474121094,0,40.0217399597168
2015-12-23,49.05500030517578,49.05500030517578,49.05500030517578,49.05500030517578,0,40.710548400878906
2015-12-24,49.1349983215332,49.1349983215332,49.1349983215332,49.1349983215332,0,40.77693557739258
2015-12-29,49.47999954223633,49.47999954223633,49.47999954223633,49.47999954223633,0,41.06325912475586
2015-12-30,49.369998931884766,49.369998931884766,49.369998931884766,49.369998931884766,0,40.97196578979492
2015-12-31,49.04999923706055,49.04999923706055,49.04999923706055,49.04999923706055,0,40.706398010253906
2016-01-04,48.08000183105469,48.08000183105469,47.70000076293945,47.494998931884766,1770,39.4159049987793
2016-01-05,47.82500076293945,47.82500076293945,47.82500076293945,47.82500076293945,0,39.68977737426758
2016-01-06,47.85445022583008,47.85445022583008,47.85118103027344,47.435001373291016,792,39.366111755371094
2016-01-07,46.61000061035156,46.61000061035156,46.61000061035156,46.70500183105469,141,38.760284423828125
2016-01-08,46.810001373291016,46.810001373291016,46.810001373291016,46.03499984741211,642,38.204261779785156
2016-01-11,45.959999084472656,45.959999084472656,45.959999084472656,45.665000915527344,200,37.89720916748047
2016-01-12,45.599998474121094,45.599998474121094,45.599998474121094,45.775001525878906,30,37.98848342895508
2016-01-13,46.29999923706055,46.29999923706055,46.000301361083984,46.0099983215332,2060,38.18351745605469
2016-01-14,44.900001525878906,44.900001525878906,44.900001525878906,45.345001220703125,2500,37.63163375854492
2016-01-15,44.58000183105469,44.66999816894531,44.58000183105469,44.525001525878906,2502,36.95111846923828
2016-01-18,44.58000183105469,44.59000015258789,44.58000183105469,44.48500061035156,725,36.91791915893555
2016-01-19,44.875,44.875,44.875,44.875,0,37.241580963134766
2016-01-20,43.86000061035156,43.900001525878906,43.849998474121094,43.34000015258789,16950,35.96769714355469
2016-01-21,43.79827117919922,43.79827117919922,43.79827117919922,44.17499923706055,50,36.66065979003906
2016-01-22,44.779998779296875,45.0099983215332,44.779998779296875,45.084999084472656,2660,37.41585159301758
2016-01-25,44.93000030517578,44.93000030517578,44.93000030517578,44.93000030517578,70165,37.28722381591797
2016-01-26,44.25,44.521339416503906,44.25,45.154998779296875,5055,37.47394561767578
2016-01-27,45.2599983215332,45.2599983215332,45.2599983215332,45.2599983215332,0,37.56109619140625
2016-01-28,45.01499938964844,45.01499938964844,45.01499938964844,45.01499938964844,0,37.35777282714844
2016-01-29,45.59000015258789,45.59000015258789,45.59000015258789,45.59000015258789,1373,37.8349609375
2016-02-01,45.904998779296875,45.904998779296875,45.904998779296875,45.904998779296875,0,38.09636306762695
2016-02-02,46.08000183105469,46.08000183105469,45.36000061035156,45.380001068115234,107,37.66067886352539
2016-02-03,45.130001068115234,45.45000076293945,44.720001220703125,44.96500015258789,188,37.3162727355957
2016-02-04,45.45500183105469,45.45500183105469,45.45500183105469,45.45500183105469,0,37.722923278808594
2016-02-05,45.599998474121094,45.599998474121094,44.93000030517578,44.83000183105469,2878,37.20423126220703
2016-02-08,43.95000076293945,43.95000076293945,43.95000076293945,43.77000045776367,1,36.32455062866211
2016-02-09,44.040000915527344,44.040000915527344,43.70000076293945,43.834999084472656,110,36.378482818603516
2016-02-10,44.16999816894531,44.16999816894531,44.16999816894531,44.025001525878906,1134,36.53617858886719
2016-02-11,43.34000015258789,43.34000015258789,42.9900016784668,42.915000915527344,3039,35.6149787902832
2016-02-12,43.369998931884766,43.61000061035156,43.369998931884766,43.71500015258789,331,36.278900146484375
2016-02-15,44.862998962402344,44.862998962402344,44.862998962402344,44.60499954223633,95,37.01750946044922
2016-02-16,44.70000076293945,44.70000076293945,44.70000076293945,44.494998931884766,200,36.92621612548828
