Date,VIG.Open,VIG.High,VIG.Low,VIG.Close,VIG.Volume,VIG.Adjusted
2015-05-29,81.73999786376953,81.73999786376953,80.98999786376953,81.06999969482422,508200,65.77217864990234
2015-06-01,81.36000061035156,81.55000305175781,80.83000183105469,81.19000244140625,1032000,65.8695297241211
2015-06-02,80.98999786376953,81.43000030517578,80.720001220703125,81.12000274658203,466900,65.81272888183594
2015-06-03,81.2300033569336,81.660003662109375,81.160003662109375,81.3499984741211,740800,65.99934387207031
2015-06-04,81.05999755859375,81.29000091552734,80.470001220703125,80.55999755859375,558200,65.35840606689453
2015-06-05,80.470001220703125,80.51000213623047,80.0199966430664,80.220001220703125,513700,65.08258819580078
2015-06-08,80.2300033569336,80.25,79.79000091552734,79.79000091552734,571600,64.73371124267578
2015-06-09,79.87000274658203,80.06999969482422,79.6500015258789,79.83000183105469,520400,64.76617431640625
2015-06-10,80.1500015258789,80.98999786376953,80.1500015258789,80.80000305175781,577300,65.5531234741211
2015-06-11,80.98999786376953,81.220001220703125,80.94999694824219,81.11000061035156,556000,65.80463409423828
2015-06-12,80.80999755859375,80.87000274658203,80.470001220703125,80.56999969482422,680700,65.36653137207031
2015-06-15,80.089996337890625,80.2300033569336,79.6500015258789,80,661800,64.90406799316406
2015-06-16,80,80.55000305175781,79.94999694824219,80.51000213623047,594200,65.31785583496094
2015-06-17,80.5999984741211,80.91999816894531,80.16999816894531,80.7300033569336,717100,65.49634552001953
2015-06-18,80.93000030517578,81.910003662109375,80.93000030517578,81.62999725341797,584000,66.22650146484375
2015-06-19,81.54000091552734,81.68000030517578,81.25,81.26000213623047,446700,65.92635345458984
2015-06-22,81.69999694824219,81.910003662109375,81.55000305175781,81.589996337890625,558800,66.19404602050781
2015-06-23,81.5999984741211,81.75,81.30000305175781,81.45999908447266,433600,66.0886001586914
2015-06-24,81.339996337890625,81.36000061035156,80.75,80.75,543300,65.51255798339844
2015-06-25,81,81.0199966430664,80.410003662109375,80.41999816894531,471700,65.24482727050781
2015-06-26,80.06999969482422,80.410003662109375,79.93000030517578,80.089996337890625,502400,65.33619689941406
2015-06-29,79.4800033569336,79.80000305175781,78.5199966430664,78.56999969482422,941200,64.09619903564453
2015-06-30,79.19000244140625,79.19999694824219,78.41999816894531,78.58000183105469,787000,64.1043701171875
2015-07-01,79.36000061035156,79.51000213623047,78.9800033569336,79.3499984741211,597700,64.73250579833984
2015-07-02,79.660003662109375,79.660003662109375,79.0999984741211,79.29000091552734,746500,64.68359375
2015-07-06,78.76000213623047,79.44999694824219,78.66999816894531,79.089996337890625,763200,64.52042388916016
2015-07-07,79.18000030517578,79.88999938964844,78.37999725341797,79.83000183105469,902500,65.12408447265625
2015-07-08,79.2300033569336,79.44000244140625,78.6500015258789,78.7300033569336,628300,64.22673034667969
2015-07-09,79.51000213623047,79.80999755859375,78.88999938964844,78.9000015258789,532800,64.36542510986328
2015-07-10,79.62999725341797,79.93000030517578,79.4800033569336,79.75,823600,65.0588150024414
2015-07-13,80.29000091552734,80.6500015258789,80.279998779296875,80.58000183105469,497100,65.73595428466797
2015-07-14,80.54000091552734,80.87000274658203,80.51000213623047,80.7699966430664,662800,65.89093780517578
2015-07-15,80.7300033569336,80.80000305175781,80.4800033569336,80.62000274658203,452100,65.76856231689453
2015-07-16,80.8499984741211,81.0999984741211,80.839996337890625,81.08000183105469,625800,66.1438217163086
2015-07-17,80.839996337890625,80.970001220703125,80.62000274658203,80.76000213623047,424900,65.882781982421875
2015-07-20,80.86000061035156,80.9800033569336,80.68000030517578,80.839996337890625,390900,65.94804382324219
2015-07-21,80.58000183105469,80.69000244140625,80,80.19000244140625,478500,65.41780090332031
2015-07-22,79.94999694824219,80.30999755859375,79.839996337890625,80.01000213623047,459800,65.27094268798828
2015-07-23,79.94000244140625,80.05999755859375,79.470001220703125,79.63999938964844,682400,64.96910095214844
2015-07-24,79.54000091552734,79.6500015258789,78.93000030517578,79.029998779296875,750600,64.47148132324219
2015-07-27,78.69000244140625,78.80000305175781,78.44999694824219,78.61000061035156,902200,64.12884521484375
2015-07-28,78.910003662109375,79.61000061035156,78.660003662109375,79.51000213623047,745600,64.86305236816406
2015-07-29,79.529998779296875,80.38999938964844,79.529998779296875,80.29000091552734,568100,65.499359130859375
2015-07-30,79.9800033569336,80.37999725341797,79.81999969482422,80.29000091552734,748500,65.499359130859375
2015-07-31,80.529998779296875,80.54000091552734,80.19999694824219,80.279998779296875,470900,65.49119567871094
2015-08-03,80.30999755859375,80.31999969482422,79.76000213623047,80.1500015258789,694100,65.38514709472656
2015-08-04,80.06999969482422,80.43000030517578,79.910003662109375,80.12000274658203,573900,65.360687255859375
2015-08-05,80.5,80.93000030517578,80.5,80.68000030517578,474000,65.81748962402344
2015-08-06,80.68000030517578,80.73999786376953,79.839996337890625,79.970001220703125,637200,65.23829650878906
2015-08-07,79.81999969482422,79.86000061035156,79.339996337890625,79.660003662109375,817800,64.98542022705078
2015-08-10,80.11000061035156,80.5199966430664,80.08000183105469,80.44000244140625,401400,65.621734619140625
2015-08-11,79.88999938964844,80.05000305175781,79.4800033569336,79.80000305175781,534900,65.099609375
2015-08-12,79.29000091552734,79.9000015258789,78.66999816894531,79.80999755859375,594100,65.10779571533203
2015-08-13,79.86000061035156,80.05999755859375,79.55999755859375,79.720001220703125,438100,65.03434753417969
2015-08-14,79.61000061035156,80.08000183105469,79.61000061035156,80.029998779296875,419500,65.2872543334961
2015-08-17,79.8499984741211,80.44000244140625,79.51000213623047,80.410003662109375,410000,65.59725189208984
2015-08-18,80.30000305175781,80.470001220703125,80.1500015258789,80.26000213623047,367400,65.47489166259766
2015-08-19,79.970001220703125,80.19999694824219,79.25,79.62000274658203,444600,64.95279693603516
2015-08-20,79.0199966430664,79.20999908447266,78.38999938964844,78.41999816894531,678800,63.97382736206055
2015-08-21,77.8499984741211,77.94000244140625,76.1500015258789,76.1500015258789,2333800,62.12200164794922
2015-08-24,71.73999786376953,75.470001220703125,47.70000076293945,72.87000274658203,5626400,59.44625473022461
2015-08-25,75.48999786376953,75.5,72.30999755859375,72.30999755859375,1799900,58.98940658569336
2015-08-26,74.470001220703125,74.88999938964844,72.720001220703125,74.79000091552734,2052700,61.01253128051758
2015-08-27,75.660003662109375,76.4000015258789,74.8499984741211,76.220001220703125,1147900,62.17910385131836
2015-08-28,75.93000030517578,76.29000091552734,75.68000030517578,76.13999938964844,1138400,62.11385726928711
2015-08-31,75.7699966430664,76.01000213623047,75.37000274658203,75.56999969482422,1395300,61.64885711669922
2015-09-01,74.19000244140625,74.51000213623047,73.30000305175781,73.62999725341797,1107700,60.06621170043945
2015-09-02,74.36000061035156,74.839996337890625,73.970001220703125,74.83000183105469,1333000,61.04517364501953
2015-09-03,75.19000244140625,75.720001220703125,74.79000091552734,75.029998779296875,744900,61.208316802978516
2015-09-04,74.12000274658203,74.33000183105469,73.5999984741211,73.93000030517578,805100,60.310970306396484
2015-09-08,75.04000091552734,75.720001220703125,74.839996337890625,75.69999694824219,935800,61.75489807128906
2015-09-09,76.30999755859375,76.37000274658203,74.48999786376953,74.660003662109375,630200,60.906494140625
2015-09-10,74.54000091552734,75.29000091552734,74.33000183105469,74.7300033569336,794300,60.963592529296875
2015-09-11,74.529998779296875,75.05999755859375,74.30000305175781,75.05999755859375,724800,61.23283004760742
2015-09-14,75.0999984741211,75.0999984741211,74.5199966430664,74.63999938964844,1273400,60.89017105102539
2015-09-15,74.79000091552734,75.76000213623047,74.73999786376953,75.56999969482422,491800,61.64885711669922
2015-09-16,75.6500015258789,76.20999908447266,75.55999755859375,76.0999984741211,622900,62.08122634887695
2015-09-17,76.06999969482422,77.08000183105469,75.87000274658203,76.05999755859375,692500,62.048614501953125
2015-09-18,75.01000213623047,75.58000183105469,74.61000061035156,74.779998779296875,741200,61.00439453125
2015-09-21,75.089996337890625,75.660003662109375,74.83000183105469,75.26000213623047,714400,61.395965576171875
2015-09-22,74.30000305175781,74.5,73.93000030517578,74.38999938964844,824700,60.686241149902344
2015-09-23,73.970001220703125,74.0199966430664,73.4000015258789,73.69999694824219,630600,60.48348617553711
2015-09-24,73.13999938964844,73.720001220703125,72.7300033569336,73.55000305175781,935200,60.360408782958984
2015-09-25,74.19000244140625,74.5,73.43000030517578,73.720001220703125,693400,60.49992752075195
2015-09-28,73.3499984741211,73.470001220703125,72.31999969482422,72.41999816894531,1926500,59.43305206298828
2015-09-29,72.529998779296875,72.98999786376953,72.29000091552734,72.66999816894531,1100700,59.63822937011719
2015-09-30,73.37999725341797,73.80000305175781,73.04000091552734,73.73999786376953,1271200,60.516361236572266
2015-10-01,73.81999969482422,73.95999908447266,72.91999816894531,73.720001220703125,648700,60.49992752075195
2015-10-02,72.8499984741211,74.73999786376953,72.7300033569336,74.7300033569336,774100,61.328819274902344
2015-10-05,75.20999908447266,76.18000030517578,75.04000091552734,76.0999984741211,931300,62.453128814697266
2015-10-06,76.1500015258789,76.18000030517578,75.55999755859375,75.76000213623047,602200,62.17410659790039
2015-10-07,76.029998779296875,76.470001220703125,75.69999694824219,76.279998779296875,698100,62.600852966308594
2015-10-08,76.12000274658203,77.31999969482422,76.08000183105469,77.23999786376953,847300,63.38869857788086
2015-10-09,77.23999786376953,77.56999969482422,77.160003662109375,77.37999725341797,559100,63.50359344482422
2015-10-12,77.33000183105469,77.54000091552734,77.26000213623047,77.44999694824219,428200,63.561038970947266
2015-10-13,77.19000244140625,77.37999725341797,76.75,76.80999755859375,533600,63.035797119140625
2015-10-14,76.7699966430664,77.06999969482422,76.12000274658203,76.19999694824219,557100,62.535186767578125
2015-10-15,76.5199966430664,76.9800033569336,76.18000030517578,76.9800033569336,524500,63.17534255981445
2015-10-16,77.06999969482422,77.31999969482422,76.839996337890625,77.30999755859375,643200,63.4461555480957
2015-10-19,77.1500015258789,77.31999969482422,77,77.31999969482422,588300,63.45433044433594
2015-10-20,77.11000061035156,77.4000015258789,76.970001220703125,77.2300033569336,1081200,63.38050079345703
2015-10-21,77.37000274658203,77.69999694824219,77.029998779296875,77.12999725341797,549000,63.298439025878906
2015-10-22,77.43000030517578,78.80999755859375,77.43000030517578,78.6500015258789,581800,64.54583740234375
2015-10-23,79.30000305175781,79.31999969482422,78.69999694824219,79.089996337890625,560300,64.90693664550781
2015-10-26,79,79.16999816894531,78.88999938964844,79,544700,64.8331069946289
2015-10-27,78.779998779296875,78.93000030517578,78.56999969482422,78.76000213623047,716100,64.63612365722656
2015-10-28,78.80999755859375,79.18000030517578,78.25,79.18000030517578,460400,64.98081970214844
2015-10-29,78.98999786376953,79.2699966430664,78.80000305175781,79.1500015258789,427300,64.95618438720703
2015-10-30,79.11000061035156,79.19000244140625,78.69000244140625,78.70999908447266,462100,64.59508514404297
2015-11-02,78.9000015258789,79.410003662109375,78.75,79.3499984741211,756900,65.12030792236328
2015-11-03,79.23999786376953,79.81999969482422,79.04000091552734,79.58000183105469,705600,65.30906677246094
2015-11-04,79.720001220703125,79.88999938964844,79.23999786376953,79.37000274658203,548000,65.13672637939453
2015-11-05,79.37999725341797,79.410003662109375,78.779998779296875,79.13999938964844,431400,64.94795989990234
2015-11-06,78.91999816894531,79.0199966430664,78.37000274658203,78.91999816894531,497900,64.76741027832031
2015-11-09,78.69000244140625,78.69000244140625,77.75,78.19000244140625,603500,64.16835021972656
2015-11-10,78.05999755859375,78.38999938964844,77.95999908447266,78.37000274658203,595600,64.31607818603516
2015-11-11,78.51000213623047,78.529998779296875,78.05999755859375,78.05999755859375,600400,64.0616455078125
2015-11-12,77.69999694824219,77.73999786376953,76.98999786376953,77.029998779296875,636400,63.216365814208984
2015-11-13,76.7300033569336,76.910003662109375,76.31999969482422,76.3499984741211,706400,62.65830612182617
2015-11-16,76.31999969482422,77.63999938964844,76.31999969482422,77.61000061035156,906700,63.69234848022461
2015-11-17,77.87999725341797,78.2300033569336,77.48999786376953,77.63999938964844,679700,63.71696853637695
2015-11-18,77.80000305175781,78.589996337890625,77.660003662109375,78.5199966430664,537300,64.4391860961914
2015-11-19,78.5199966430664,78.83000183105469,78.51000213623047,78.62999725341797,666400,64.52943420410156
2015-11-20,79.04000091552734,79.37000274658203,78.80999755859375,78.94000244140625,653600,64.78385925292969
2015-11-23,79.029998779296875,79.26000213623047,78.86000061035156,79.0199966430664,620700,64.84949493408203
2015-11-24,78.6500015258789,79.37000274658203,78.51000213623047,79.19000244140625,745800,64.98902130126953
2015-11-25,79.20999908447266,79.37000274658203,79.12000274658203,79.2300033569336,686500,65.0218276977539
2015-11-27,79.25,79.48999786376953,79.06999969482422,79.38999938964844,417500,65.15314483642578
2015-11-30,79.48999786376953,79.5,78.910003662109375,78.91999816894531,722800,64.76741027832031
2015-12-01,79.16999816894531,79.58000183105469,79.0199966430664,79.51000213623047,980700,65.25163269042969
2015-12-02,79.5999984741211,79.63999938964844,78.87999725341797,78.9800033569336,1078800,64.81666564941406
2015-12-03,79.16999816894531,79.16999816894531,77.83000183105469,78.18000030517578,941500,64.16011810302734
2015-12-04,78.20999908447266,79.68000030517578,78.20999908447266,79.58000183105469,934500,65.30906677246094
2015-12-07,79.37999725341797,79.55999755859375,78.9800033569336,79.37000274658203,831900,65.13672637939453
2015-12-08,78.70999908447266,79.12000274658203,78.44000244140625,78.7300033569336,855500,64.61151123046875
2015-12-09,78.37999725341797,79.26000213623047,77.70999908447266,78.05000305175781,884800,64.0534439086914
2015-12-10,78.0999984741211,78.62999725341797,77.98999786376953,78.13999938964844,859900,64.12730407714844
2015-12-11,77.37000274658203,77.63999938964844,76.87999725341797,77.029998779296875,1211600,63.216365814208984
2015-12-14,77.04000091552734,77.48999786376953,76.5,77.4800033569336,1128000,63.58565139770508
2015-12-15,77.91999816894531,78.25,77.69999694824219,77.86000061035156,1212900,63.89751434326172
2015-12-16,78.26000213623047,79.160003662109375,78,79.0199966430664,1149700,64.84949493408203
2015-12-17,79.1500015258789,79.1500015258789,77.9000015258789,77.910003662109375,1061100,63.93855667114258
2015-12-18,77.70999908447266,77.720001220703125,76.5999984741211,76.5999984741211,1401000,62.863460540771484
2015-12-21,76.970001220703125,77.279998779296875,76.68000030517578,77.25,1163400,63.39690017700195
2015-12-22,77.56999969482422,78.36000061035156,77.33000183105469,78.2300033569336,1240500,64.2011947631836
2015-12-23,78.160003662109375,78.58000183105469,78.05000305175781,78.529998779296875,1018600,64.84107208251953
2015-12-24,78.44999694824219,78.6500015258789,78.30999755859375,78.38999938964844,429600,64.72547912597656
2015-12-28,78.19999694824219,78.31999969482422,77.87999725341797,78.2699966430664,925500,64.62639617919922
2015-12-29,78.66999816894531,79.18000030517578,78.6500015258789,79.029998779296875,1417700,65.25389862060547
2015-12-30,78.98999786376953,79.029998779296875,78.54000091552734,78.61000061035156,1136000,64.90711212158203
2015-12-31,78.4000015258789,78.5,77.75,77.76000213623047,1175200,64.20528411865234
2016-01-04,76.529998779296875,76.83000183105469,75.87999725341797,76.720001220703125,1745000,63.346588134765625
2016-01-05,76.80999755859375,77.12000274658203,76.529998779296875,76.970001220703125,1244200,63.5529670715332
2016-01-06,76.01000213623047,76.410003662109375,75.63999938964844,76.04000091552734,1302300,62.78510284423828
2016-01-07,74.86000061035156,75.660003662109375,74.44000244140625,74.63999938964844,1819200,61.629180908203125
2016-01-08,75.01000213623047,75.0999984741211,73.7300033569336,73.87000274658203,1720600,60.993385314941406
2016-01-11,74.18000030517578,74.41999816894531,73.25,74.029998779296875,1797800,61.125484466552734
2016-01-12,74.55000305175781,74.80000305175781,73.81999969482422,74.6500015258789,1553700,61.637428283691406
2016-01-13,74.88999938964844,75,73.089996337890625,73.25,2507500,60.4814453125
2016-01-14,73.45999908447266,74.410003662109375,72.94000244140625,73.93000030517578,1455500,61.04291915893555
2016-01-15,72.31999969482422,72.9000015258789,71.87999725341797,72.62000274658203,2786900,59.96127700805664
2016-01-19,73.2699966430664,73.38999938964844,72.33000183105469,72.8499984741211,2285700,60.15118408203125
2016-01-20,71.839996337890625,72.61000061035156,70.54000091552734,72.0999984741211,2615400,59.531917572021484
2016-01-21,72.279998779296875,73.089996337890625,71.75,72.470001220703125,1407000,59.8374137878418
2016-01-22,73.41999816894531,73.7699966430664,73.23999786376953,73.62000274658203,1195100,60.786956787109375
2016-01-25,73.44999694824219,73.62999725341797,72.779998779296875,72.87999725341797,1459800,60.17593002319336
2016-01-26,73.05000305175781,74.0199966430664,72.95999908447266,73.94000244140625,1045600,61.05119323730469
2016-01-27,73.839996337890625,74.69000244140625,73.2300033569336,73.62999725341797,1026900,60.795204162597656
2016-01-28,73.91999816894531,74.19999694824219,73.3499984741211,73.91999816894531,971900,61.034645080566406
2016-01-29,74.38999938964844,76,74.38999938964844,75.9800033569336,1324600,62.73558807373047
2016-02-01,75.279998779296875,76.29000091552734,75.19999694824219,75.95999908447266,1566400,62.71906280517578
2016-02-02,75.339996337890625,75.36000061035156,74.589996337890625,74.80999755859375,961700,61.76952362060547
2016-02-03,75.20999908447266,75.38999938964844,73.970001220703125,75.160003662109375,1435700,62.05851745605469
2016-02-04,75.01000213623047,75.7300033569336,74.80999755859375,75.37000274658203,5365900,62.231903076171875
2016-02-05,75.23999786376953,75.3499984741211,74.19999694824219,74.5,1078100,61.51356887817383
2016-02-08,73.86000061035156,74.18000030517578,73.089996337890625,73.9800033569336,1577400,61.08420944213867
2016-02-09,73.339996337890625,74.660003662109375,73.279998779296875,74.19999694824219,1323100,61.2658576965332
2016-02-10,74.529998779296875,75.05000305175781,73.93000030517578,73.970001220703125,1171500,61.0759391784668
2016-02-11,73.04000091552734,73.41999816894531,72.41999816894531,73,1513900,60.275047302246094
2016-02-12,73.56999969482422,74.33000183105469,73.44000244140625,74.33000183105469,1679300,61.373207092285156
